Model,DPO4034
Firmware Version,2.58

Waveform Type,Analog,Analog,Analog,Analog
Point Format,ENV,,,
Horizontal Units,s,,,
Horizontal Scale,100,,,
Horizontal Delay,0,0,0,0
Sample Interval,0.01,,,
Record Length,100000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,2,2,2,2
Vertical Position,0,2.04,-2.02,-4.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
-4.95440e+02,0.32,-1.36,0.44,0.52
-4.95430e+02,0.08,-0.8,-0.12,0.6
-4.95420e+02,-0.08,0.4,-0.04,0.76
-4.95410e+02,0,1.04,-0.2,0.44
-4.95400e+02,-0.32,0.16,0.28,0.84
-4.95390e+02,0.4,0.56,0.6,0.44
-4.95380e+02,-0.72,0.16,0.2,0.76
-4.95370e+02,-0.4,0.4,-0.04,0.6
-4.95360e+02,-0.24,-0.56,0.2,0.84
-4.95350e+02,0.4,0.72,0.36,0.52
-4.95340e+02,0.4,0.4,-0.68,0.44
-4.95330e+02,0,1.12,-0.36,0.44
-4.95320e+02,-0.24,0.8,0.12,0.6
-4.95310e+02,0.24,0.88,0.84,0.36
-4.95300e+02,-0.48,1.2,-0.04,0.2
-4.95290e+02,-0.96,1.12,0.28,0.6
-4.95280e+02,-1.2,0.64,1.56,0.92
-4.95270e+02,0,0.8,1.4,0.76
-4.95260e+02,0.48,0.64,1.88,0.76
-4.95250e+02,0.96,0.24,2.44,0.6
-4.95240e+02,0.64,0.88,1.96,0.36
-4.95230e+02,0.48,0.8,1.8,0.12
-4.95220e+02,0.08,-0.08,1.32,0.36
-4.95210e+02,0.48,0,1.16,0.28
-4.95200e+02,0.24,-0.32,0.76,0.36
-4.95190e+02,0.16,0.08,0.76,0.28
-4.95180e+02,1.36,-0.08,0.36,0.36
-4.95170e+02,2,0.24,-0.04,0.52
-4.95160e+02,1.2,-0.32,0.36,0.36
-4.95150e+02,-0.08,-0.32,1.32,0.44
-4.95140e+02,0.08,-0.08,0.68,0.2
-4.95130e+02,0.72,0.08,0.6,0.44
-4.95120e+02,0.32,0.08,-0.12,0.28
-4.95110e+02,-0.64,0.56,-0.28,0.6
-4.95100e+02,-0.24,0.16,-0.44,0.44
-4.95090e+02,-0.16,-0.16,-0.84,0.36
-4.95080e+02,0.24,-0.48,-0.68,0.04
-4.95070e+02,-0.08,-0.4,-1.16,0.12
-4.95060e+02,1.04,-0.08,-0.6,-0.28
-4.95050e+02,0.32,0,-1.48,0.04
-4.95040e+02,-0.32,0.24,-1.4,0.12
-4.95030e+02,-0.32,0.8,-1.48,-0.04
-4.95020e+02,-0.4,1.12,-1.16,0.28
-4.95010e+02,-0.08,0.8,-0.2,0.2
-4.95000e+02,-0.16,0.32,0.2,0.04
-4.94990e+02,-0.08,0.56,-0.2,0.12
-4.94980e+02,-1.28,0.48,0.6,0.28
-4.94970e+02,-0.48,0.08,-0.12,0.36
-4.94960e+02,0.24,-4.24,-0.2,0.28
-4.94950e+02,0.88,-7.2,0.12,0.12
-4.94940e+02,0.16,-1.68,0.28,0.12
-4.94930e+02,0,inf,0.44,-0.04
-4.94920e+02,-0.16,inf,0.84,-0.12
-4.94910e+02,-0.72,-4.16,0.6,-0.12
-4.94900e+02,0.08,-4.08,0.12,0.52
-4.94890e+02,0.8,-1.6,0.04,0.92
-4.94880e+02,0.32,0,-0.44,1.08
-4.94870e+02,0,0.88,-0.68,1
-4.94860e+02,-0.08,0.96,0.28,0.52
-4.94850e+02,0,0.4,-0.12,0.12
-4.94840e+02,-0.48,1.04,-0.44,-0.36
-4.94830e+02,-0.08,1.04,0.04,-0.52
-4.94820e+02,1.12,0.24,0.12,-0.36
-4.94810e+02,1.04,0.16,-0.44,-0.76
-4.94800e+02,0.96,0.64,-0.68,-0.04
-4.94790e+02,0.24,-0.16,-0.52,0.2
-4.94780e+02,0.4,0,-0.52,0.6
-4.94770e+02,0.48,-0.32,-0.52,0.84
-4.94760e+02,0,0.64,0.12,0.36
-4.94750e+02,-0.16,0.24,0.04,0.28
-4.94740e+02,0.4,0.4,-0.2,0.12
-4.94730e+02,0.96,0,-0.36,0.04
-4.94720e+02,0.72,0.56,0.04,-0.2
-4.94710e+02,-0.08,0.24,-0.04,-0.04
-4.94700e+02,-0.48,-0.08,0.52,0.12
-4.94690e+02,0.16,0,-0.28,0.04
-4.94680e+02,-0.64,-0.48,0.44,0.44
-4.94670e+02,-0.96,-0.16,0.28,0.04
-4.94660e+02,-1.52,-0.08,-0.28,0.52
-4.94650e+02,-0.48,-0.24,-0.04,0.36
-4.94640e+02,-0.08,-0.48,0.12,0.2
-4.94630e+02,0.4,0.16,1,0.12
-4.94620e+02,1.04,-0.24,1.4,0.28
-4.94610e+02,-0.48,0.32,2.04,0.44
-4.94600e+02,-0.24,0.72,1.88,0.12
-4.94590e+02,-0.48,0,1.64,0.2
-4.94580e+02,-0.72,-0.4,1.4,0.28
-4.94570e+02,-0.24,0.32,1.08,0.2
-4.94560e+02,0.08,-0.48,-0.04,0.28
-4.94550e+02,0.48,0.72,0.28,-0.12
-4.94540e+02,-0.16,-0.08,-0.28,0.12
-4.94530e+02,-0.72,0.64,0.44,0.6
-4.94520e+02,-0.72,0.24,-0.04,0.68
-4.94510e+02,-0.8,0.8,-0.68,0.68
-4.94500e+02,-0.16,0.8,-1.56,0.44
-4.94490e+02,0,0,-0.76,0.28
-4.94480e+02,-0.08,0.08,-0.76,0.36
-4.94470e+02,0.08,0.24,-0.76,0.52
-4.94460e+02,1.12,0.56,-0.2,0.44
-4.94450e+02,1.52,0,0.52,-0.2
-4.94440e+02,0.72,-0.88,0.52,0.04
-4.94430e+02,0.24,-0.48,0.6,0.36
-4.94420e+02,0.72,-0.32,0.04,0.04
-4.94410e+02,0.08,0.32,-0.12,0.44
-4.94400e+02,-0.4,0.8,0.04,0.76
-4.94390e+02,-0.08,0.16,0.12,0.76
-4.94380e+02,0,0.24,-0.76,0.6
-4.94370e+02,-0.32,0.48,-0.6,0.36
-4.94360e+02,0.72,0.72,-0.12,-0.12
-4.94350e+02,0.24,-0.48,0.6,0.2
-4.94340e+02,-0.08,-0.4,0.2,0.36
-4.94330e+02,0,-0.64,0.12,0.68
-4.94320e+02,-0.56,-0.56,0.28,0.6
-4.94310e+02,0.24,-0.4,0.12,0.12
-4.94300e+02,-0.24,-0.08,0.2,0.6
-4.94290e+02,-0.48,0.72,-0.52,0.92
-4.94280e+02,-1.12,0.08,0.04,1.16
-4.94270e+02,-0.4,0.32,-0.28,0.68
-4.94260e+02,-0.56,-0.56,0.76,1
-4.94250e+02,0.4,-0.16,0.2,0.68
-4.94240e+02,0,-0.64,0.92,0.84
-4.94230e+02,0.8,-0.24,0.44,0.36
-4.94220e+02,0,-0.4,1.16,0.28
-4.94210e+02,0.56,-0.08,0.6,0.44
-4.94200e+02,0,-0.88,0.12,0.6
-4.94190e+02,-0.72,-0.24,0.44,0.68
-4.94180e+02,-0.32,-0.32,0.28,0.52
-4.94170e+02,0,0.32,0.52,0.36
-4.94160e+02,0,-0.64,-0.12,0.52
-4.94150e+02,0.32,0.08,-0.12,0.52
-4.94140e+02,0.08,0,-0.52,0.44
-4.94130e+02,0.24,-0.56,-0.44,0.6
-4.94120e+02,0,-0.56,-0.44,0.6
-4.94110e+02,-0.24,0.08,-0.2,0.84
-4.94100e+02,0.32,-1.04,0.04,0.92
-4.94090e+02,0.08,-1.2,0.36,0.76
-4.94080e+02,1.12,-0.88,0.36,0.36
-4.94070e+02,0.64,-0.4,0.2,0.76
-4.94060e+02,-0.08,-0.64,-0.28,0.84
-4.94050e+02,-0.08,0.24,0.12,0.52
-4.94040e+02,0.48,0.24,-1.32,0.12
-4.94030e+02,0.24,0.24,-1.64,0.2
-4.94020e+02,-0.08,0.96,-1.24,-0.04
-4.94010e+02,-0.16,0.72,-1.08,0.28
-4.94000e+02,-0.48,0.32,-1.16,0.68
-4.93990e+02,0.32,0.96,-1.56,0.28
-4.93980e+02,0.24,0.08,-1,0.6
-4.93970e+02,-0.08,0.64,-1.32,0.76
-4.93960e+02,-0.16,0.72,0.2,0.84
-4.93950e+02,0,0.64,-0.28,0.68
-4.93940e+02,-0.4,0.88,0.28,0.52
-4.93930e+02,0.08,0.4,0.12,0.44
-4.93920e+02,0.4,1.04,-0.28,0.28
-4.93910e+02,-0.32,0,0.2,0.84
-4.93900e+02,0.24,0,-0.52,0.92
-4.93890e+02,1.04,0.4,-0.84,0.44
-4.93880e+02,0.96,1.04,-0.44,0.52
-4.93870e+02,0.08,1.2,-0.44,0.68
-4.93860e+02,-0.08,1.12,-0.36,0.28
-4.93850e+02,0.08,0.56,-0.92,0.2
-4.93840e+02,-0.48,-0.32,-0.52,0.6
-4.93830e+02,0.56,0.16,-0.44,0.52
-4.93820e+02,0.4,-0.08,-0.44,0.76
-4.93810e+02,-0.08,0.48,-0.92,1.08
-4.93800e+02,0.24,0.24,-0.6,0.92
-4.93790e+02,0.64,-1.04,-0.6,0.92
-4.93780e+02,0.4,-0.24,0.2,0.2
-4.93770e+02,0.08,-0.08,0.52,-0.12
-4.93760e+02,0.16,-0.24,0.76,-0.28
-4.93750e+02,0.48,-0.8,0.6,-0.2
-4.93740e+02,0.24,-1.04,0.92,-0.04
-4.93730e+02,-0.4,-5.76,0.92,0.44
-4.93720e+02,0.24,-5.68,0.36,-0.12
-4.93710e+02,-0.32,inf,0.84,0.6
-4.93700e+02,-0.72,inf,1.24,1.16
-4.93690e+02,-1.36,4.32,1.16,1.16
-4.93680e+02,-2.24,-6.08,0.28,1.08
-4.93670e+02,-1.52,-4.08,1.08,0.92
-4.93660e+02,0,-1.92,1.08,0.36
-4.93650e+02,0.24,-0.24,-0.04,0.04
-4.93640e+02,-0.16,0.56,-0.36,-0.28
-4.93630e+02,-0.4,0.56,0.04,-0.28
-4.93620e+02,-0.4,1.2,0.6,-0.28
-4.93610e+02,-0.08,0.96,-0.12,-0.12
-4.93600e+02,-0.56,0.96,0.6,0.12
-4.93590e+02,-0.4,-0.24,0.6,0.28
-4.93580e+02,-0.8,-0.72,0.44,0.44
-4.93570e+02,-0.48,-0.64,0.6,1.16
-4.93560e+02,0.48,-0.8,0.2,0.84
-4.93550e+02,-0.08,-0.48,0.12,0.92
-4.93540e+02,0.4,0.56,-0.2,0.04
-4.93530e+02,0,0.48,-0.92,0.28
-4.93520e+02,-0.16,-0.32,-1.16,-0.12
-4.93510e+02,-0.24,-0.72,-0.92,0.12
-4.93500e+02,0.48,-1.28,-1.08,-0.12
-4.93490e+02,0.48,-0.88,-1.32,0.2
-4.93480e+02,0.8,-0.4,-1.56,0.36
-4.93470e+02,0,-0.8,-2.04,0.76
-4.93460e+02,0.24,-0.72,-1.8,1.08
-4.93450e+02,0.32,-1.2,-0.92,0.84
-4.93440e+02,0.48,-1.04,-0.36,0.84
-4.93430e+02,0.16,-0.4,-0.28,0.2
-4.93420e+02,-0.16,-0.32,0.76,0.28
-4.93410e+02,0.56,-0.72,0.28,0.2
-4.93400e+02,0.16,0.08,0.52,0.12
-4.93390e+02,0.32,0.32,1,0.36
-4.93380e+02,0.24,-0.88,2.04,0.44
-4.93370e+02,0.24,-0.08,1.88,0.28
-4.93360e+02,0,0.48,1.8,0.44
-4.93350e+02,0.56,0.16,1.24,0.28
-4.93340e+02,0.08,-0.32,1.16,0.28
-4.93330e+02,0.08,0.96,0.44,0.36
-4.93320e+02,-0.16,0.72,0.36,0.52
-4.93310e+02,-0.48,0.48,0.36,0.44
-4.93300e+02,-0.08,0.72,-0.52,0.12
-4.93290e+02,0.48,0.72,-0.28,0.2
-4.93280e+02,-0.32,0.4,0.36,0.28
-4.93270e+02,-0.56,-0.16,0.6,0.36
-4.93260e+02,-0.08,0.48,1,0.2
-4.93250e+02,-0.24,0.08,1.24,-0.04
-4.93240e+02,-0.64,0,0.6,0.12
-4.93230e+02,-0.08,0.08,1,0.2
-4.93220e+02,0.48,-0.24,-0.52,0.04
-4.93210e+02,-0.64,-0.08,-0.84,0.44
-4.93200e+02,-0.16,0,-0.52,0.52
-4.93190e+02,-1.04,0.16,-0.6,0.04
-4.93180e+02,-0.08,-0.32,-0.52,-0.12
-4.93170e+02,0.48,0.4,-0.36,-0.04
-4.93160e+02,0,0.24,-0.04,0.36
-4.93150e+02,-0.32,-0.24,-0.36,0.12
-4.93140e+02,0.48,-0.16,0.28,-0.12
-4.93130e+02,-0.08,-1.04,-0.52,0.28
-4.93120e+02,-0.24,-0.56,-0.6,0.28
-4.93110e+02,0.72,-0.48,0.6,0.2
-4.93100e+02,0,-0.56,1.48,0.28
-4.93090e+02,-0.48,-0.16,0.6,0.36
-4.93080e+02,-1.12,0.8,0.6,0.6
-4.93070e+02,-0.8,-0.16,0.36,0.52
-4.93060e+02,-0.08,-1.12,0.36,0.6
-4.93050e+02,-0.08,-1.04,0.68,0.36
-4.93040e+02,0.48,-0.56,1.64,0.2
-4.93030e+02,0.56,0.16,1.56,0.2
-4.93020e+02,1.04,-0.8,1.4,0.28
-4.93010e+02,0.72,-1.04,1.48,0.44
-4.93000e+02,0.16,-0.96,1.8,0.36
-4.92990e+02,0.08,-0.48,1.48,0.2
-4.92980e+02,0.24,-0.48,1.32,0.28
-4.92970e+02,-0.48,0.08,0.76,0.12
-4.92960e+02,0.16,0.48,-0.28,0.36
-4.92950e+02,0.24,1.52,-1.32,0.12
-4.92940e+02,0.4,0.48,-0.68,0.04
-4.92930e+02,-0.08,0.24,-1,0.52
-4.92920e+02,-1.04,0.48,-0.68,0.6
-4.92910e+02,-0.64,0.08,-0.28,0.6
-4.92900e+02,-0.32,0.48,-0.92,0.36
-4.92890e+02,-0.32,1.2,-0.52,0.6
-4.92880e+02,-0.08,1.12,-0.2,0.28
-4.92870e+02,-0.48,0.48,-0.12,0.12
-4.92860e+02,-0.48,1.76,-0.04,-0.04
-4.92850e+02,-0.08,0.4,-0.84,0.12
-4.92840e+02,0,-1.12,-0.76,0.44
-4.92830e+02,0.24,-0.56,-0.76,0.28
-4.92820e+02,0.24,-0.32,-0.44,0.52
-4.92810e+02,0.24,-0.4,-0.28,0.76
-4.92800e+02,-0.16,0,0.6,0.68
-4.92790e+02,-0.72,0.32,1.08,0.44
-4.92780e+02,-0.8,0.56,1.4,0.36
-4.92770e+02,-0.96,0.08,1.72,0.36
-4.92760e+02,-0.56,0.24,1.64,0.44
-4.92750e+02,0.48,0.96,1.48,0.44
-4.92740e+02,0.16,0.4,1,0.52
-4.92730e+02,-0.64,0.72,0.6,0.44
-4.92720e+02,0.24,1.04,0.36,0.12
-4.92710e+02,-0.32,0.24,0.76,0.52
-4.92700e+02,-0.48,0.72,-0.28,0.44
-4.92690e+02,-1.2,1.6,0.28,0.04
-4.92680e+02,-0.88,0.64,0.92,0.2
-4.92670e+02,0.24,-0.4,0.52,0.36
-4.92660e+02,0.8,0.24,1.08,0.36
-4.92650e+02,0.88,-0.24,0.76,0.6
-4.92640e+02,1.2,0.88,0.04,0.6
-4.92630e+02,0.72,0.4,-0.68,0.6
-4.92620e+02,-0.32,-0.56,-0.68,0.76
-4.92610e+02,-0.08,-1.12,-0.44,0.6
-4.92600e+02,0.56,-0.8,0.12,0.52
-4.92590e+02,0.56,-0.8,-0.04,0.44
-4.92580e+02,1.28,-1.28,0.76,0.76
-4.92570e+02,1.6,-0.24,-0.28,0.36
-4.92560e+02,0.48,-0.72,-0.36,1.08
-4.92550e+02,0.64,-0.32,-0.44,0.68
-4.92540e+02,0.24,-1.6,-0.44,0.84
-4.92530e+02,0,-1.44,0.44,0.76
-4.92520e+02,0.4,-0.56,-0.12,0.12
-4.92510e+02,0.64,-0.24,-0.04,0.76
-4.92500e+02,0.24,-7.28,0.68,0.6
-4.92490e+02,0.88,-4,0.04,0.44
-4.92480e+02,0.32,inf,-0.28,0.44
-4.92470e+02,0.16,inf,-0.28,0.36
-4.92460e+02,-1.2,-1.36,0.04,0.28
-4.92450e+02,-1.44,-5.92,-0.44,0.28
-4.92440e+02,-0.4,-2.72,-0.92,0.28
-4.92430e+02,1.2,0,-0.6,0.28
-4.92420e+02,1.28,1.36,-1.08,0.28
-4.92410e+02,0.08,2.08,-0.68,0.36
-4.92400e+02,-0.72,1.6,0.52,0.76
-4.92390e+02,-1.28,1.28,-0.12,1
-4.92380e+02,-1.68,0.8,-0.04,1.32
-4.92370e+02,0,0,-1,1.16
-4.92360e+02,-0.72,-0.64,0.2,1.48
-4.92350e+02,0.08,0,-0.52,1
-4.92340e+02,0.56,0.4,-0.12,0.2
-4.92330e+02,1.2,0.4,0.44,-0.12
-4.92320e+02,0.72,0.4,0.04,0.28
-4.92310e+02,-0.48,-0.16,0.04,0.2
-4.92300e+02,-0.32,-0.72,0.12,0.12
-4.92290e+02,-0.08,-1.12,0.68,0.84
-4.92280e+02,0.4,0,0.44,1
-4.92270e+02,0,-0.56,0.2,1.24
-4.92260e+02,0.32,-0.72,-0.52,0.6
-4.92250e+02,0.16,-0.4,-0.52,0.6
-4.92240e+02,0.72,0.08,-0.04,0.52
-4.92230e+02,0.64,-0.64,0.12,0.44
-4.92220e+02,-0.16,-0.8,-0.04,0.28
-4.92210e+02,0.08,0.24,0.6,0.2
-4.92200e+02,0,0.64,0.92,0.28
-4.92190e+02,0.16,0.24,0.44,0.68
-4.92180e+02,1.12,0.48,-0.6,0.28
-4.92170e+02,-0.16,-0.24,-0.92,1
-4.92160e+02,-0.16,0.16,-0.36,0.76
-4.92150e+02,0.16,0.4,-0.76,0.68
-4.92140e+02,-0.24,-0.4,-0.84,0.68
-4.92130e+02,0.32,-0.24,0.04,1.08
-4.92120e+02,0.64,0.88,0.44,0.76
-4.92110e+02,0.96,0.8,-0.2,0.6
-4.92100e+02,0.32,1.44,-0.04,0.52
-4.92090e+02,-0.88,1.28,-0.68,0.28
-4.92080e+02,-1.6,1.28,0.2,0.84
-4.92070e+02,-0.96,0.64,0.28,0.28
-4.92060e+02,-0.8,0.24,-0.2,0.36
-4.92050e+02,-0.32,1.04,-0.04,0.76
-4.92040e+02,0.4,-0.24,-0.28,0.28
-4.92030e+02,0.24,0.64,-0.2,-0.04
-4.92020e+02,0.96,-0.48,-0.04,0.28
-4.92010e+02,-0.08,-0.16,0.12,0.6
-4.92000e+02,-0.08,0,-0.04,0.52
-4.91990e+02,-0.16,-0.24,-0.52,0.52
-4.91980e+02,0.16,0.56,-0.92,0.28
-4.91970e+02,0.08,0.72,-1.96,0.36
-4.91960e+02,-0.64,0.32,-0.76,0.6
-4.91950e+02,0,0.08,-1.08,0.44
-4.91940e+02,-0.16,-0.24,-1,0.2
-4.91930e+02,-0.4,-0.16,-1.08,0.28
-4.91920e+02,-0.64,1.44,-1.16,0.52
-4.91910e+02,-0.72,1.36,-1.32,0.6
-4.91900e+02,-0.32,1.04,-1.08,0.68
-4.91890e+02,0,0.72,-0.68,0.44
-4.91880e+02,0.16,0.16,-0.04,0.36
-4.91870e+02,0.08,0.24,-0.12,0.28
-4.91860e+02,0.4,0.08,-0.12,0.28
-4.91850e+02,0.72,0.08,1,0.44
-4.91840e+02,1.2,-1.04,0.6,0.28
-4.91830e+02,0.96,-1.04,0.6,0.44
-4.91820e+02,0.64,0,0.52,0.6
-4.91810e+02,0.4,0.16,1.16,0.52
-4.91800e+02,0.24,-0.8,0.84,0.2
-4.91790e+02,0.4,-0.4,1.48,0.28
-4.91780e+02,0.72,-0.16,1.4,0.28
-4.91770e+02,-0.64,-0.4,1.56,0.44
-4.91760e+02,0,0.48,1.56,0.12
-4.91750e+02,-0.56,0.88,0.92,0.12
-4.91740e+02,-0.4,1.76,0.2,0.28
-4.91730e+02,-1.04,1.12,0.52,0.28
-4.91720e+02,-1.6,1.2,0.44,0.36
-4.91710e+02,-1.52,1.2,0.28,0.52
-4.91700e+02,-0.96,-0.32,0.28,0.44
-4.91690e+02,0.48,-0.08,0.2,0.12
-4.91680e+02,0.24,0.48,-0.44,0.28
-4.91670e+02,0.32,0.72,-1.08,0.2
-4.91660e+02,0.4,-0.48,-1.48,0.04
-4.91650e+02,1.28,-0.72,-1.72,0.2
-4.91640e+02,1.28,-0.4,-0.52,0.04
-4.91630e+02,0.72,0.32,-0.44,-0.28
-4.91620e+02,0.64,-1.12,-0.52,-0.04
-4.91610e+02,0,-0.8,0.2,0.44
-4.91600e+02,1.12,-0.48,-0.6,-0.04
-4.91590e+02,0.64,-1.04,0.12,0.84
-4.91580e+02,0.24,0.32,-0.12,0.44
-4.91570e+02,0.16,0.56,-0.52,0.36
-4.91560e+02,0.16,0,-0.12,0.28
-4.91550e+02,0.72,0.8,-0.68,-0.12
-4.91540e+02,-0.64,0.8,-0.28,0.76
-4.91530e+02,0,1.12,-0.68,-0.28
-4.91520e+02,0.08,-0.08,-1.16,-0.12
-4.91510e+02,0.48,-0.32,-2.12,-0.28
-4.91500e+02,1.12,0.24,-1.88,-0.12
-4.91490e+02,0.8,-0.24,-1.72,0.28
-4.91480e+02,0.56,-0.56,-1.56,0.2
-4.91470e+02,0,-0.24,-0.76,0.12
-4.91460e+02,-0.24,0.32,-0.68,0.04
-4.91450e+02,-0.72,-0.32,-0.36,0.04
-4.91440e+02,0.4,-1.04,0.28,0.12
-4.91430e+02,-0.08,-0.16,0.76,0.12
-4.91420e+02,0.24,0.96,1,0.12
-4.91410e+02,-0.08,0.56,1.24,0.28
-4.91400e+02,-0.56,-0.16,0.92,0.12
-4.91390e+02,-0.16,-0.8,1.24,-0.04
-4.91380e+02,0,-0.96,2.52,0.2
-4.91370e+02,0.4,0.32,1.56,0.04
-4.91360e+02,0.16,0.4,1.72,0.2
-4.91350e+02,0.08,0.56,1.64,0.04
-4.91340e+02,-0.96,0.64,1,0.44
-4.91330e+02,-0.4,0.48,1.16,0.52
-4.91320e+02,0,0,1.16,0.36
-4.91310e+02,0.64,-0.48,1.24,0.28
-4.91300e+02,1.04,0.4,0.6,-0.2
-4.91290e+02,0,0.56,-0.2,-0.2
-4.91280e+02,-0.32,-2.48,0.44,-0.04
-4.91270e+02,0.4,-8.48,0.52,0.04
-4.91260e+02,0.96,-3.68,0.52,-0.36
-4.91250e+02,0.72,inf,0.84,-0.36
-4.91240e+02,1.52,inf,1.64,-0.52
-4.91230e+02,0.24,-3.68,0.2,-0.44
-4.91220e+02,0.24,-4.48,-0.12,-0.28
-4.91210e+02,0.48,-1.84,-0.12,0.28
-4.91200e+02,-0.16,-0.32,-0.6,0.84
-4.91190e+02,-0.24,0,-0.68,0.44
-4.91180e+02,-0.56,0.16,-1.16,0.76
-4.91170e+02,-0.8,0.8,-1.32,0.28
-4.91160e+02,0,0.56,-1.56,0.04
-4.91150e+02,0.32,0.32,-1.48,-0.44
-4.91140e+02,0.32,-0.08,-1.32,-0.12
-4.91130e+02,0.32,0.48,-1.48,-0.52
-4.91120e+02,0,0.88,-1.4,-0.44
-4.91110e+02,-0.24,0.48,-1.64,-0.04
-4.91100e+02,-0.4,0.4,-0.68,0.04
-4.91090e+02,-0.8,0.24,-0.52,0.68
-4.91080e+02,-0.88,0,-0.12,1
-4.91070e+02,-0.64,0.64,0.44,0.76
-4.91060e+02,-0.8,0.24,-0.04,0.6
-4.91050e+02,0.08,0.4,0.36,0.44
-4.91040e+02,0.32,-0.56,0.44,0.04
-4.91030e+02,0.4,0.24,1.16,-0.12
-4.91020e+02,-0.08,-0.48,1.4,-0.04
-4.91010e+02,-0.08,-0.08,0.84,0.04
-4.91000e+02,-0.48,0.08,1,0.04
-4.90990e+02,-0.8,-0.24,1.08,0.68
-4.90980e+02,-0.48,0.64,0.68,0.76
-4.90970e+02,-0.08,0.48,0.44,0.28
-4.90960e+02,-0.16,0.4,-0.04,0.12
-4.90950e+02,-0.56,1.28,-0.28,0.76
-4.90940e+02,-0.56,0.72,-0.04,0.76
-4.90930e+02,-1.04,0.64,-0.04,0.36
-4.90920e+02,-0.64,1.04,-0.2,0.04
-4.90910e+02,-0.08,0.72,-0.12,0.12
-4.90900e+02,0.72,0.16,-0.52,-0.12
-4.90890e+02,1.04,0.56,-0.2,0.04
-4.90880e+02,0.64,0.64,0.12,0.6
-4.90870e+02,0.08,-0.4,0.44,0.52
-4.90860e+02,0.96,-0.96,-0.44,0.04
-4.90850e+02,0.48,-0.08,0.44,0.52
-4.90840e+02,0.32,0.24,0.04,0.6
-4.90830e+02,0.32,0.48,-0.6,0.68
-4.90820e+02,-0.16,0.56,-0.84,0.84
-4.90810e+02,-0.48,0.32,-0.84,0.76
-4.90800e+02,0,0.08,-0.2,0.84
-4.90790e+02,0.56,-0.16,-0.76,0.28
-4.90780e+02,0,0.08,-0.36,0.36
-4.90770e+02,-0.4,-0.16,-0.2,0.6
-4.90760e+02,-1.2,0.88,0.44,0.6
-4.90750e+02,-1.28,0.4,0.6,0.92
-4.90740e+02,-0.88,0.24,0.36,1.08
-4.90730e+02,-0.4,0,0.6,0.92
-4.90720e+02,-0.08,-0.64,1.56,0.92
-4.90710e+02,-0.56,-0.8,1.88,0.76
-4.90700e+02,0.24,-0.24,1.48,0.12
-4.90690e+02,0,-0.48,1.72,0.44
-4.90680e+02,-0.48,-0.48,1.16,0.92
-4.90670e+02,-1.52,-0.8,1,1.08
-4.90660e+02,0,0.48,0.12,0.76
-4.90650e+02,0,-0.56,-0.04,0.76
-4.90640e+02,0.24,-0.32,0.12,0.68
-4.90630e+02,0.24,0,0.76,0.6
-4.90620e+02,-0.72,-0.32,0.12,0.6
-4.90610e+02,-0.32,0.24,-0.52,0.76
-4.90600e+02,0.08,-0.56,-0.44,0.52
-4.90590e+02,-0.48,-0.88,-0.52,0.76
-4.90580e+02,0.72,0,-1.16,0.36
-4.90570e+02,0.48,-0.56,-1.16,0.76
-4.90560e+02,0.64,0,-1.16,0.6
-4.90550e+02,0.72,-0.08,-0.92,0.6
-4.90540e+02,0.56,0,-0.36,0.52
-4.90530e+02,0.48,-0.8,-0.6,0.76
-4.90520e+02,-0.08,0.16,-0.12,0.6
-4.90510e+02,-0.56,0.08,-0.04,0.92
-4.90500e+02,-0.24,0.32,-0.36,0.84
-4.90490e+02,0.64,0.24,-0.52,0.68
-4.90480e+02,-0.24,0,-0.52,0.76
-4.90470e+02,-0.72,0.88,-0.28,0.68
-4.90460e+02,-0.08,0.32,-0.12,0.76
-4.90450e+02,0,-0.88,0.12,0.6
-4.90440e+02,0.48,0,0.36,0.52
-4.90430e+02,-0.48,0.48,0.6,0.52
-4.90420e+02,-0.32,0.24,0.12,0.6
-4.90410e+02,0.4,-1.2,-0.68,0.76
-4.90400e+02,0.4,0.24,-0.52,1
-4.90390e+02,0,0.72,-0.52,0.92
-4.90380e+02,-0.4,0,-0.2,1
-4.90370e+02,-0.08,-0.48,0.12,0.84
-4.90360e+02,0.24,-0.24,0.6,0.84
-4.90350e+02,-0.32,-0.48,1.48,1.24
-4.90340e+02,0.48,1.2,1,0.36
-4.90330e+02,-0.16,-0.32,1.24,0.76
-4.90320e+02,-0.4,0.8,0.44,0.6
-4.90310e+02,0.08,0.88,0.52,0.2
-4.90300e+02,-0.24,0.48,-0.2,0.28
-4.90290e+02,-1.36,0.32,0.2,1.32
-4.90280e+02,-0.32,0.4,-0.28,0.92
-4.90270e+02,-0.72,-0.48,0.04,0.6
-4.90260e+02,0.56,-0.16,-0.12,0.76
-4.90250e+02,0.64,-0.08,-0.2,1
-4.90240e+02,0.96,-0.48,-0.28,0.68
-4.90230e+02,-0.08,-0.24,-0.28,0.52
-4.90220e+02,0.16,-0.32,-0.28,0.44
-4.90210e+02,-0.4,-1.12,-0.28,0.44
-4.90200e+02,0.24,-0.4,-0.2,0.28
-4.90190e+02,-0.48,0,0.52,0.76
